pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,IsFxModel
ccy://RMG/EURFX,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EURFX""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KRWT,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KRWT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ARA,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARA""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAGY_UAT,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAGY_UAT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/COP_TCXF,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""COP_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_EUR,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_EUR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AU2N,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AU2N""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XDR2,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XDR2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/VND,8,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/SNX1,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SNX1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCSCR,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSCR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_LBP1,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_LBP1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KWD_SL,8,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KWD_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CZK,8,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
(102457:2583)-317,8,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/BDT_SL,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BDT_SL""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CPTE,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CPTE""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/MUR,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCPLT,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCPLT""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/KZT3,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KZT3""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/PLN,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/SAR2,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SAR2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_BRL1,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_BRL1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XA3,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XA3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCSAR,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSAR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MYR4,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYR4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TWD3,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TWD3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/UGX,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCMAD,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCMAD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/THB_TCXF,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""THB_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CN1,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK22,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK22""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XTD2,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XTD2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXV1,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/MXV1"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""MXV1"" is backfilled or forward filled; earliest time series observation date is 19970506; latest time series observation date is 20120530; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_DEM1,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_DEM1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LVL_SL,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""LVL_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PYG_TCXF,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PYG_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAG,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XET1,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XET1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EURT,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EURT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CITL,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CITL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BHDT,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BHDT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MYR_SL,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYR_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ANG,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XA1N,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XA1N""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KWD2,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KWD2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CADCurncy,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CADCurncy""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AGA1,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AGA1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCNPR,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCNPR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCKWD,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCKWD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCJPB,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCJPB""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_KRW1,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_KRW1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCIN1,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCIN1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY8,6,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/CNY8"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""CNY8"" is backfilled or forward filled; earliest time series observation date is 20020703; latest time series observation date is 20111109; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QAR_SL,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QAR_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBBD,6,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBBD""",false,2024-11-20T10:55:10.539884,false
(102457:2583)-319,6,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-292,6,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-300,6,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/BOCAUD,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAUD""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AK15,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK15""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BHD_SL,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BHD_SL""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BCC_NZD1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_NZD1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/GMD,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/GHS,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BCC_COP1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_COP1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/VND2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""VND2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DZD,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CLP1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CLP1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AUD_LCH,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUD_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MYRT,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYRT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XSSUSD,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XSSUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XSSUSD"" is backfilled or forward filled; earliest time series observation date is 20180321; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/USD_SL,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USD_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/RUB1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RUB1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GEL_TCXF,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GEL_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HK1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ISK3,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ISK3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CYP,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CAD4,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CAD4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXN1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MXN1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HNL,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BRLUSD,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BRLUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK8,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK8""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CZK2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CZK2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_AED,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_AED""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCDKK,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCDKK""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MOP_SL,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MOP_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DZD_TCXF,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DZD_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ILS2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ILS2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AED2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AED2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/YGG3,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""YGG3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DZD_SL,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DZD_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNH7,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/CNH7"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""CNH7"" is backfilled or forward filled; earliest time series observation date is 20100101; latest time series observation date is 20141204; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/USD,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/LAK,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXAU,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXAU""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LRD,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/USD_TCXF,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USD_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_SVC1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_SVC1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_LTL1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_LTL1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SGD2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SGD2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PAX1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PAX1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/YFIUSD,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/YFIUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""YFIUSD"" is backfilled or forward filled; earliest time series observation date is 20200731; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TJS3,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TJS3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CYP_SL,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CYP_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PHP2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PHP2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_PGK1,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_PGK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ATS2,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ATS2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MOP,14,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCOMR,14,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCOMR""",false,2024-11-20T10:55:10.539884,false
